#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,PF
153,Amar'e Marshall,ALBNY,32,32.1,16.7,6,13.8,0.434,1.5,4,0.372,3.2,4.2,0.761,1.2,3.8,5,2.1,1.8,0.6,2.8,2.6,
154,Travis Evee,RICE,32,33.7,16.7,5.8,13.7,0.419,2.3,6.8,0.343,2.9,3.5,0.829,0.4,3,3.4,2.1,1,0.3,1.8,1.8,
155,Eric Dixon,VILL,34,30.5,16.6,5.7,12.2,0.465,1.6,4.7,0.346,3.7,4.3,0.862,2.1,4.4,6.5,1.7,0.8,0.4,1.8,1.9,
156,Desmond Claude,XAV,34,33.6,16.6,6,14.1,0.426,0.8,3.3,0.239,3.9,4.9,0.794,1,3.2,4.2,3.2,1.1,0.3,2.2,2.1,
157,Trenton McLaughlin,NAU,33,34.9,16.6,5.6,14,0.398,2.2,6.8,0.329,3.2,4.2,0.77,0.4,2.8,3.2,1.9,1.5,0.2,2.1,1.9,
158,Marcus Tankersley,UDM,32,36,16.6,6.2,13.2,0.467,0.6,2.1,0.279,3.7,4.6,0.804,0.8,3,3.8,2.2,0.8,0.1,2.1,1.5,
159,Caden Pierce,PRIN,29,32.9,16.6,6.1,11.2,0.546,0.9,2.7,0.342,3.4,4.4,0.767,2,7.2,9.2,3.2,1.2,0.5,1.8,1.9,
160,Keyshawn Hall,GMU,29,30.8,16.6,5.6,11.9,0.474,1.4,4,0.357,3.9,4.7,0.844,1.1,7,8.1,1.4,0.4,0.3,2.3,2.1,
161,Jermaine Couisnard,OREG,36,32.4,16.6,5.5,13.8,0.4,2,5.9,0.346,3.5,4.6,0.754,1.1,3.4,4.6,3.3,1.6,0.2,1.7,2.2,
162,Tyler Stephenson-Moore,SB,33,34.9,16.6,5.4,12,0.446,2.6,6.1,0.435,3.2,3.8,0.848,1.2,2.7,3.8,1.2,1.1,0.7,1.1,2.1,
163,Bryce Harris,HWRD,35,31.6,16.6,5.8,10.7,0.547,0.8,2.1,0.375,4.1,5.6,0.74,2.9,4.7,7.5,1.7,1.1,1.1,1.7,2.4,
164,Elijah Elliott,UTRGV,30,35.3,16.6,5.7,15.7,0.363,1.1,4.9,0.231,4,5.6,0.716,0.5,3,3.5,3,1.6,0.3,2.8,2.1,
165,Ryan Conwell,INDST,38,34,16.6,5.4,11.1,0.482,2.9,7.1,0.407,2.9,3.4,0.855,0.8,5,5.8,2.5,1.1,0.3,1.7,2.8,
166,Ja'Kobi Gillespie,BLMNT,26,30.2,16.5,6.3,11.3,0.561,1.6,4.1,0.387,2.3,2.7,0.831,0.5,3.2,3.7,4.1,2.1,0.3,2.3,2.2,
167,Chisom Okpara,HAR,26,30.5,16.5,5.7,11.8,0.479,1,3.1,0.338,4.2,6.2,0.673,1.2,3.9,5,2,0.8,0.7,2.4,2.5,
168,Boogie Ellis,USC,29,33.6,16.5,5.6,13.1,0.427,3,7.2,0.418,2.3,3.2,0.72,0.3,3.2,3.5,3,1.4,0.1,1.8,1.9,
169,Johni Broome,AUB,35,24.7,16.5,6.2,11.4,0.548,0.8,2.3,0.354,3.2,5.2,0.615,2.5,6.1,8.5,2.2,0.9,2.2,1.6,2.4,
170,Graham Ike,ZAGS,35,24.2,16.5,6.6,10.9,0.609,0.2,0.5,0.368,3,3.8,0.784,2.3,5,7.4,0.9,0.6,0.7,1.6,2.8,
171,Tyrece Radford,TAMU,31,32.8,16.5,6,14.7,0.411,1.1,4,0.28,3.3,4.7,0.692,2.6,3.9,6.5,2.6,0.5,0.1,1.4,1.6,
172,Sean Pedulla,VT,32,32.1,16.4,5.4,12.7,0.424,1.7,5.1,0.325,4,5,0.801,0.6,3.7,4.3,4.6,1.2,0.1,3.3,2.2,
173,Kyle Filipowski,DUKE,36,30.4,16.4,6.1,12.1,0.506,1.1,3.1,0.348,3.1,4.6,0.671,2.2,6.1,8.3,2.8,1.1,1.5,2.1,3,
174,Ansley Almonor,FDU,32,32,16.4,5.6,12.8,0.436,2.9,7.4,0.394,2.4,3,0.8,0.9,4.2,5.1,1.7,0.5,0.7,1.6,2.3,
175,Kalen Williams,TAMUC,33,31.6,16.4,5.8,13.2,0.444,1.4,4.6,0.311,3.2,4.3,0.759,1,2.5,3.5,2.9,1.1,0.1,2,1.6,
176,Payton Sandfort,IOWA,34,30.5,16.4,5.3,11.9,0.446,2.8,7.3,0.379,3,3.3,0.911,1.2,5.4,6.6,2.7,0.7,0.4,1.3,2.5,
177,Colby Rogers,WICHI,34,35,16.4,5.6,14,0.4,2.9,7.1,0.409,2.3,2.7,0.828,0.5,2.9,3.4,1.9,1,0.3,1.6,1.8,
178,Isaiah Crawford,LATCH,32,32.9,16.3,5.7,11.7,0.485,1.3,3.1,0.414,3.7,5.1,0.728,1.9,4.3,6.2,2.4,2.1,1.7,2.5,2.3,
179,Matt Rogers,AMERU,31,28.2,16.3,6.1,12.2,0.501,1.6,4.3,0.368,2.5,3.5,0.731,1.7,4.5,6.2,1.6,0.8,0.5,2,2.5,
180,Tanner Holden,WRST,32,33.2,16.3,6.1,11,0.553,0.4,1.1,0.4,3.8,5.4,0.698,1.7,4.7,6.4,3.6,1.8,0.4,2.5,2.7,
181,Isaiah Collier,USC,27,29.9,16.3,5.7,11.6,0.49,1,3,0.338,3.9,5.8,0.673,0.6,2.3,2.9,4.3,1.5,0.2,3.3,2.4,
182,Dug McDaniel,MICH,26,35.4,16.3,5.8,14.2,0.41,2.2,5.8,0.368,2.5,3.2,0.774,0.7,3,3.7,4.7,1.1,0,2.4,1.8,
183,A.J. Smith,CTDL,29,32.1,16.2,6,13.3,0.453,1.2,3.4,0.354,3,3.7,0.796,0.8,3.5,4.3,1.3,0.7,0,1.8,1.8,
184,Cade Tyson,BLMNT,31,31.6,16.2,5.7,11.5,0.493,2.6,5.5,0.465,2.3,2.7,0.855,1.1,4.8,5.9,1.6,0.9,0.6,1.4,2.5,
185,Tramon Mark,ARK,31,32.5,16.2,5.4,11.3,0.48,1.2,3.2,0.364,4.2,5.3,0.804,0.5,3.8,4.3,1.8,1.2,0.8,1.7,2.9,
186,Kezza Giffa,HP,36,29.7,16.2,4.1,10,0.407,1.4,4.1,0.34,6.7,7.6,0.883,0.3,2.6,2.9,2.9,0.6,0.1,2.6,2.3,
187,Jalen Leach,FAIR,32,32.8,16.2,5.7,11.6,0.488,1.4,4.1,0.354,3.5,3.9,0.895,1.1,3,4.1,3,1.8,0.1,1.7,1.6,
188,Matthew Murrell,MISS,32,32.9,16.2,5.6,12,0.464,2.4,6.1,0.398,2.7,3.6,0.739,0.6,3.1,3.6,2.4,1.6,0.3,1.7,2,
189,Robert Ford III,MTSTU,35,33.9,16.2,5.3,10.9,0.487,2.4,5.5,0.44,3.2,4.1,0.785,1,6.6,7.6,3,2.9,0.2,2.3,2.9,
190,Achor Achor,SAMF,33,22.6,16.1,5.8,9.9,0.586,0.8,1.9,0.435,3.7,5.2,0.712,2.2,3.9,6.1,1.5,0.8,1.8,1.9,2.9,
191,Dusan Neskovic,DART,23,26.1,16,5.6,12.9,0.432,2.1,5.9,0.363,2.8,3.7,0.753,0.7,3.3,4,1.1,0.6,0.1,2.3,1.6,
192,Isaiah Stevens,COLST,36,34.8,16,5.8,12.3,0.474,1.8,4.2,0.44,2.6,3.1,0.836,0.5,2.7,3.2,6.8,1.2,0.2,2.4,1.4,
193,Tristan Da Silva,COLO,34,34,16,5.8,11.8,0.493,1.9,4.8,0.395,2.5,3,0.835,0.9,4.1,5.1,2.4,1.1,0.6,1.8,2,
194,Diante Smith,NICH,31,33.8,16,5.5,12.9,0.421,2.5,6.4,0.394,2.6,3.3,0.784,1.1,5.1,6.2,3,1.9,0.4,2.4,2.5,
195,Dae Dae Grant,DUQ,35,31.9,16,4.7,12.2,0.386,2.4,7.1,0.335,4.2,4.4,0.942,0.8,2.5,3.3,2.4,0.9,0.1,1.2,1.9,
196,Jack Forrest,BUCK,33,36.1,16,5.5,13.4,0.408,2.6,7,0.371,2.5,3.1,0.802,0.7,4.5,5.2,1.5,1.1,0.3,1.7,2.2,
197,Austin Crowley,SOMIS,31,34.3,16,5.2,13.5,0.383,1.8,5.4,0.335,3.8,5,0.755,0.9,3.5,4.4,3.3,1.2,0.5,2.4,2.3,
198,Tiger Booker,EIU,28,33.1,16,5.5,12.8,0.427,0.9,3,0.294,4.1,4.8,0.859,0.5,2.2,2.7,3.4,2.1,0,1.4,1.3,
199,Hysier Miller,TEM,36,36.4,15.9,5.4,15.3,0.353,2.1,7.3,0.294,3,4,0.762,0.7,2.9,3.6,4,1.8,0.2,2.1,2.8,
200,Josh Oduro,PROV,34,30.1,15.9,5.9,11.3,0.527,0.5,1.6,0.291,3.6,4.4,0.819,2.3,5.2,7.5,2,0.9,1.3,2.1,3.2,
201,Martaz Robinson,DESU,34,34.6,15.9,5.3,12.7,0.418,0.9,2.8,0.319,4.4,5.2,0.847,1.4,5.1,6.5,2.2,2,0.1,2.6,2.8,
202,Josh Cohen,UMass,31,28.9,15.9,5.4,9.9,0.544,0.4,1,0.344,4.8,6.9,0.696,2.5,4.3,6.8,1.7,0.9,0.5,1.5,2.5,
203,Jaelen House,UNM,31,29.4,15.9,5.1,13.7,0.374,1.9,5.9,0.328,3.7,4.2,0.885,0.6,2.9,3.5,3.5,2.3,0.2,1.8,3,
204,Dominique Ford,SUU,31,32.8,15.9,5,11.4,0.435,1.9,5.4,0.349,4.1,5.3,0.785,0.8,3.2,4,2.1,1.4,0.2,2,2.2,
205,Kel'el Ware,IU,30,32.2,15.9,6.3,10.7,0.586,0.6,1.3,0.425,2.8,4.5,0.634,2.1,7.8,9.9,1.5,0.6,1.9,1.6,2,
206,Corey Washington,STPC,26,28.5,15.9,5.3,11.6,0.455,0.9,3,0.308,4.5,5.8,0.773,2,4.4,6.3,0.5,1.2,0.8,1.1,2.7,
207,Chaunce Jenkins,ODU,31,32,15.9,5.3,13.2,0.402,1.5,4.7,0.324,3.8,5.3,0.724,0.6,3.2,3.8,2.7,0.9,0.9,2.6,2.7,
208,Jaylin Sellers,UCF,33,32,15.9,5.2,12.5,0.419,1.6,5.3,0.297,3.8,4.6,0.829,1.4,2.2,3.6,1.1,1.1,0.1,1.3,1.8,
209,Marcus Domask,ILL,38,34.6,15.9,5.7,12.6,0.453,1.1,3.6,0.297,3.4,3.9,0.872,1.1,3.9,5,3.9,0.4,0.3,2.3,1.3,
210,Isaiah Swope,INDST,37,33.4,15.9,5.5,12.8,0.433,3.1,8.4,0.362,1.7,2.4,0.736,0.2,2.8,3,2.1,1.3,0,1.8,2.1,
211,T.J. Madlock,ALAST,32,31.3,15.8,5,13.3,0.376,0.6,2.8,0.205,5.3,6.7,0.786,0.9,3.9,4.9,2.3,1.7,0.4,1.2,2.7,
212,Jeremiah Kendall,ALCST,29,24.6,15.8,6.1,11.7,0.521,0,0.2,0,3.6,4.8,0.755,2.6,4.2,6.7,1.2,0.8,0.6,1.6,3,
213,Gibson Jimerson,STLOU,33,35.8,15.8,4.9,12.2,0.399,2.4,6.7,0.359,3.7,4.2,0.864,0.9,2,2.9,2.1,0.7,0.2,1.8,1,
214,Jalin Anderson,BLLST,31,36.3,15.8,5.5,12.5,0.441,1.6,4.5,0.357,3.2,4.2,0.76,0.5,4.1,4.6,4.5,1.5,0.2,2.8,2.3,
215,Emanuel Miller,TCU,34,32.6,15.8,5.6,11.4,0.486,0.9,2.4,0.383,3.8,4.6,0.815,2.2,3.9,6.1,2.6,1.1,0.4,1.5,1.6,
216,Pop Isaacs Jr.,TXTCH,34,32.8,15.8,4.9,14.1,0.349,2.1,7.3,0.293,3.7,4.5,0.836,0.3,3,3.2,3.5,1,0.1,2.5,1.7,
217,K.K. Robinson,UALR,28,33.4,15.8,5,12.1,0.417,1.5,4.6,0.323,4.2,5,0.836,0.7,4.9,5.6,4.3,1.2,0.7,2.9,3.1,
218,Kadary Richmond,SETON,35,32.7,15.7,5.8,13.1,0.441,0.5,1.8,0.27,3.7,4.6,0.807,1.7,5.3,7,5.1,2.1,0.6,3.1,1.7,
219,Jalen Jackson,IPFW,36,30.3,15.7,5.4,10.9,0.497,1.1,2.8,0.41,3.7,5.2,0.711,0.6,4,4.6,2.5,1.6,0.4,1.9,2.3,
220,"M.J. Amey, Jr.",SJSU,32,32.8,15.7,5.6,13.1,0.425,2.2,6.1,0.362,2.4,3,0.792,0.5,4.6,5.1,3.1,1.6,0.3,1.9,1.6,
221,Bruce Thornton,OSU,35,33.6,15.7,5.2,12.1,0.427,1.7,5,0.333,3.7,4.4,0.85,0.4,3.3,3.7,4.8,1.2,0,1.2,1.7,
222,Vladislav Goldin,FAU,34,24.9,15.7,6,8.9,0.673,0,0,0,3.7,5.6,0.663,2.5,4.4,6.9,0.7,0.5,1.6,1.6,2.2,
223,Jakorie Smith,TARST,35,30.1,15.7,5.5,13.7,0.404,1.9,5.8,0.324,2.7,3.2,0.841,1,3.6,4.6,2,1.7,0.4,1.4,1.9,
224,Jacob Meyer,CCU,31,34.1,15.7,5.8,13,0.449,1.5,3.8,0.402,2.5,3.7,0.67,1,4.1,5.1,2.6,1,0.1,2.6,2,
225,Rytis Petraitis,AF,24,32.9,15.7,5.3,10.9,0.485,0.9,2.6,0.349,4.2,6.3,0.658,1.9,4.5,6.3,3.7,1.6,0.9,2.5,2.8,
226,Ebby Asamoah,ETSU,34,30.6,15.6,5.1,12.8,0.403,3,8.3,0.363,2.4,3,0.777,0.6,3.3,3.9,0.8,0.7,0.6,1.6,2.4,
227,"Dante Maddox, Jr.",U of T,32,33,15.6,5,11.5,0.438,2.3,5.6,0.402,3.3,3.8,0.862,0.5,3.8,4.3,2.8,1.4,0.1,1.6,1.8,
228,Corey Tripp,WOFF,32,30.5,15.6,6,14,0.429,1.6,5.8,0.277,2,2.6,0.793,0.8,3.7,4.5,3.4,0.7,0.2,2.1,1.9,
229,"Darren Buchanan, Jr.",GW,29,31,15.6,5.5,10.1,0.546,0.3,1.1,0.323,4.2,6.7,0.634,1.7,4.8,6.6,2.4,1.3,0.4,2.2,1.7,
230,Jordan Lathon,MRHD,31,30.8,15.6,5.7,13.1,0.437,2.1,5.5,0.384,2,2.6,0.756,1,5,6,2.4,1,0.3,1.9,2,
231,Kaleb Stewart,SODAK,28,29.1,15.6,5.5,12.1,0.454,2.4,5.5,0.426,2.3,2.7,0.829,0,1.8,1.8,1.6,0.2,0,1.6,2,
232,Jay Alvarez,HCU,25,30.6,15.6,5.9,13.4,0.438,0.3,1.9,0.146,3.6,6,0.593,1.1,3.4,4.5,1.8,0.9,0.3,3.1,1.6,
233,Simeon Cottle,KENN,31,29.6,15.6,5.4,12.8,0.42,2.5,7.2,0.341,2.4,3.2,0.737,0.4,2.7,3.2,2.5,1.4,0.1,1.8,2.4,
234,Jamir Watkins,FLAST,33,28.2,15.6,4.8,10.5,0.457,1,2.9,0.344,4.9,6.2,0.795,1.5,4.5,6,2.8,1.9,0.8,2.5,2.8,
235,Kevin Miller,WF,35,31.9,15.6,5.4,11.6,0.464,1.1,2.9,0.369,3.7,4.4,0.845,0.5,2.3,2.8,3.5,1.4,0,2.5,1.9,
236,Isaiah Cozart,EKU,30,31.5,15.6,6.3,9.7,0.652,0,0,0,3,5.4,0.546,4.1,5.9,10,0.6,0.6,3.9,1.5,2.2,
237,Jalyn McCreary,MER,30,22.9,15.6,6.3,12.1,0.519,0,0.2,0.143,2.9,4.3,0.677,1.7,2.9,4.6,1.1,1,1,1.3,2.5,
238,Ali Abdou Dibba,ACU,31,31.8,15.5,5.6,11.8,0.477,0.5,1.6,0.347,3.7,5.1,0.728,1,3.5,4.5,1.2,1.4,0.2,2.3,2.1,
239,Dyson Disu,TEXAS,25,25.6,15.5,5.6,12,0.465,1.6,3.6,0.451,2.8,3.4,0.812,1,4,5,1.5,1.3,1.1,1.6,3.4,
240,Ali Ali,AKR,27,33.1,15.5,5.1,10.6,0.484,1.1,3.9,0.292,4.1,5.3,0.764,1,3,4,2.8,0.4,0.2,2.1,2.1,
241,Zyon Pullin,FLA,33,33.5,15.5,4.8,10.8,0.444,1.1,2.4,0.449,4.9,5.8,0.847,0.7,3.2,3.9,4.9,0.9,0.1,1.3,2,
242,Ra'Heim Moss,U of T,32,31.9,15.5,5.3,11.5,0.462,0.9,2.8,0.308,4,5.3,0.753,0.9,4.6,5.4,3,1.7,0.3,2.5,2.1,
243,Luke Sutherland,MOYNE,32,27.3,15.5,5.8,11.9,0.489,2,5.1,0.396,1.8,2.2,0.855,0.9,3.5,4.4,1.8,0.4,0.8,1.6,1.5,
244,L.J. Cryer,U of H,37,32.1,15.5,5.4,13.2,0.411,3,7.8,0.388,1.6,1.9,0.871,0.6,1.7,2.4,1.9,1.1,0.1,0.9,1.7,
245,Damarco Minor,SIUE,33,33.6,15.5,5.3,13.4,0.397,1.2,3.8,0.315,3.6,4.2,0.862,1.5,7,8.5,3.1,1.1,0.2,1.9,2.1,
246,Maxime Raynaud,STAN,32,29.3,15.5,6.3,11.1,0.567,0.7,1.9,0.361,2.2,2.8,0.784,2.3,7.3,9.6,2,0.7,0.8,2.5,2.3,
247,Deuce Turner,SAND,31,25.6,15.5,4.9,12.2,0.406,2.1,5.5,0.374,3.5,4.1,0.858,0.3,2.1,2.4,1.9,0.9,0.1,2.1,1,
248,Cedric Coward,EWASH,32,30.5,15.4,5.7,10.1,0.565,1.6,4.2,0.383,2.4,2.7,0.895,1.5,5.2,6.7,1.7,1,0.9,2.2,2,
249,Jakobi Heady,BTHCK,34,32.9,15.4,5.8,12.1,0.479,1.2,3.6,0.323,2.6,3.5,0.756,1.4,3,4.4,1.3,1.4,0.3,1.7,1.3,
250,Dionte Bostick,CSUN,34,33.8,15.4,5.8,12.9,0.445,1.4,4.2,0.343,2.4,3.5,0.692,0.9,3.1,4,1.7,1.4,0.2,2.1,2.7,
251,Jalen Sullinger,KENT,34,34.3,15.4,5.4,12.7,0.424,2.4,6.2,0.392,2.2,2.6,0.852,0.6,2,2.6,2.4,1,0.1,2.1,2.1,
252,Tre Dinkins,CAN,32,35.1,15.4,5.3,13,0.41,2.7,7.3,0.365,2.1,2.6,0.786,0.2,2.4,2.7,3.6,1,0.3,2.4,1.8,
253,Allan Jeanne-Rose,CCSU,30,29.8,15.4,5.5,10,0.548,0.7,1.8,0.382,3.7,5.2,0.716,1.5,3.3,4.8,1.7,0.6,0.7,1.6,2.2,
254,Malik Reneau,IU,33,28.7,15.4,6,10.8,0.558,0.5,1.4,0.333,2.9,4.3,0.683,1.8,4.2,6,2.7,0.5,0.6,2.8,3.1,
255,Isaiah Rivera,UIC,33,33.4,15.4,5.3,11.6,0.46,2.1,5,0.416,2.6,3.4,0.77,0.3,3.9,4.2,1.8,0.9,0.4,1.8,2,
256,Keyshaun Langley,UNCG,31,30.4,15.4,5.3,12.4,0.427,2.6,6.2,0.425,2.2,2.5,0.859,0.4,2.3,2.7,3.3,1.5,0.1,1.5,1.9,
257,Ahmad Robinson,NEWHA,31,29.4,15.4,5.1,12.5,0.409,1.1,3.6,0.313,4.1,5.7,0.716,0.8,3.8,4.6,4.7,1.5,0.1,3.3,2.7,
258,Leland Walker,EKU,31,28.4,15.4,5.3,12.3,0.433,1.2,3.6,0.342,3.5,4.2,0.832,0.6,2.1,2.7,4.1,1.1,0.2,2.5,2.2,
259,Nick Caldwell,SELU,32,29.5,15.4,5.5,10.4,0.529,1.3,3,0.423,3.1,3.8,0.811,1.6,3.9,5.5,1.2,0.9,0.9,1.9,2,
260,Jahsean Corbett,CHIST,32,35.5,15.4,5.7,12.3,0.459,0.8,2.7,0.287,3.3,4.7,0.695,2.4,5.3,7.7,1.6,0.9,0.1,2,1.7,
261,Zarique Nutter,NIU,22,34.2,15.4,5.9,12.5,0.474,0.5,1.9,0.293,3,4.7,0.641,1.2,4.5,5.7,2,0.8,0.4,2.5,2,
262,Greg Gordon,IONA,25,24.4,15.4,6.4,11.8,0.548,0.6,1.7,0.326,1.9,3.7,0.516,3.4,3.6,7,1.2,1.4,0.4,1.4,2.1,
263,Jamison Battle,OSU,35,31.3,15.3,5.1,10.9,0.469,2.6,6,0.433,2.5,2.7,0.926,1.2,4,5.2,1.4,0.4,0.2,1.6,2,
264,Tyler Kolek,MARQ,31,33,15.3,5.6,11.3,0.496,1.5,3.9,0.388,2.6,3,0.851,0.7,4.2,4.9,7.7,1.6,0.2,2.9,1,
265,"Fred Cleveland, Jr.",NCCU,29,33,15.3,5,12.7,0.398,2.4,6.7,0.366,2.8,3.6,0.779,0.6,3.4,3.9,5.3,1.6,0,2.7,2,
266,Chris Youngblood,USOFL,33,30,15.3,4.8,10.6,0.458,2.1,5,0.416,3.5,4.2,0.829,0.9,1.6,2.5,2.1,0.6,0.6,1.4,2.6,
267,Isaac Jones,WSU,35,31.8,15.3,5.7,9.9,0.575,0,0.4,0.071,3.9,5.5,0.712,2.3,5.3,7.6,1.5,0.5,1.1,1.9,2,
268,Kaiyem Cleary,MOYNE,30,28.1,15.3,5.3,11.9,0.445,1.7,4.9,0.349,3,3.6,0.832,1.2,5.3,6.5,1.2,1,0.7,2.1,2.4,
269,Tylor Perry,KSU,34,36.4,15.3,3.9,10.9,0.358,2.7,8.2,0.335,4.7,5.2,0.909,0.6,2.4,3,4.4,1.1,0.1,2.7,2.3,
270,Matt Cross,UMass,28,30.1,15.3,5.3,9.9,0.54,0.9,2.8,0.329,3.7,4.6,0.798,2.5,5.8,8.3,3,1.5,0.3,2.4,2.1,
271,Max Jones,CSFUL,24,27.4,15.3,4.3,11.2,0.383,1.8,4.5,0.385,4.9,6.3,0.787,0.8,2.3,3,1.9,1.7,0.2,2.9,2.3,
272,Touko Tainamo,DEN,34,29.5,15.2,5.4,11.5,0.467,1,3,0.343,3.5,4.8,0.728,2.4,5.4,7.7,0.6,0.4,0.6,1.2,1.9,
273,Rob Dillingham,UK,32,23.2,15.2,5.4,11.3,0.475,2,4.5,0.444,2.4,3.1,0.796,0.3,2.7,2.9,3.9,1,0.1,2,2.6,
274,Daniel Batcho,LATCH,28,29.7,15.2,5.8,9.8,0.59,0,0.1,0,3.7,5.5,0.669,3.9,6,9.8,0.4,0.5,2.4,2,2.5,
275,Tyler Whitney-Sidney,LEHI,32,28.8,15.2,5.3,11.1,0.475,1.2,3.7,0.319,3.5,4.8,0.721,0.3,3.2,3.5,2,1,0,2.1,1.4,
276,Darius Johnson,UCF,33,32.7,15.2,4.8,11.8,0.407,2.2,5.5,0.394,3.4,4.2,0.81,0.5,2.8,3.3,3.7,2.2,0.1,2.8,3,
277,Will Pruitt,LIP,29,31.9,15.1,5.2,10.2,0.505,1.2,2.9,0.434,3.6,4.4,0.798,1.2,4.8,6,3.1,1.1,0.1,1.6,1.9,
278,Javon Small,OKST,31,33.1,15.1,4.8,10.9,0.441,2,5.3,0.374,3.5,4.1,0.866,0.4,4.4,4.7,4.1,1,0.3,3.1,1.7,
279,Keisei Tominaga,UNL,32,26.1,15.1,5.3,11.3,0.466,2.4,6.3,0.376,2.2,2.5,0.875,0.3,2.1,2.3,1.4,0.9,0,1.2,1.3,
280,Jordan Wright,LSU,33,31.8,15.1,4.5,11.6,0.385,1.6,4.7,0.335,4.6,5.6,0.821,1.3,3.8,5.2,2.5,1.7,0.3,2.2,2.6,
281,Don McHenry,WKU,34,27.8,15.1,5.7,12.4,0.461,1.4,3.8,0.362,2.3,2.7,0.859,0.6,2.9,3.4,2.4,0.9,0.1,2,1.8,
282,Joseph Girard III,CLEM,36,32.8,15.1,4.5,10.5,0.43,2.9,7.1,0.413,3.2,3.4,0.935,0.2,3,3.2,2.9,0.6,0.1,1.5,1.4,
283,Marcus Greene,HCU,28,32.5,15.1,5.3,11.7,0.451,2.2,5.1,0.427,2.4,3,0.786,0.5,3.1,3.6,3,1,0.2,2.4,2.3,
284,Kenan Blackshear,UNR,32,30.6,15.1,5.6,11.2,0.499,0.2,0.9,0.179,3.8,5.8,0.649,0.8,4,4.8,5,1.4,0.5,2.8,2.6,
285,"Marcus Banks, Jr.",UMBC,32,29,15.1,5.2,13.2,0.39,2.7,7.5,0.354,2.1,2.7,0.782,0.7,3.2,3.9,1.9,0.7,0.2,1.2,2.4,
286,Brennan Watkins,VMI,22,30.4,15.1,5,12,0.414,2.1,5.8,0.37,3,3.5,0.87,0.2,2,2.1,3,0.7,0,3,1.9,
287,Tristen Newton,UConn,40,33.3,15.1,4.6,11,0.415,1.8,5.5,0.321,4.2,5.2,0.808,1.4,5.2,6.6,6.2,0.9,0.3,2.5,1.8,
288,Joe French,UAPB,31,32.7,15.1,4.8,12.6,0.385,3.5,8.7,0.405,1.9,2.3,0.829,0.7,2.6,3.3,1.1,0.9,0.1,1.5,1.6,
289,Christyon Eugene,TROY,32,30.5,15.1,4.9,10.4,0.47,2,4.8,0.428,3.2,3.8,0.851,0.9,3.6,4.4,3.2,1.2,0.2,2.3,1.5,
290,Jesse Edwards,WVU,23,28.2,15,5.8,9.4,0.613,0,0.2,0,3.5,6.7,0.523,3.2,4.9,8,1.2,0.6,1.7,1.9,3,
291,Jamar Brown,UMKC,32,35.1,15,5.4,11.8,0.454,1.8,5.4,0.333,2.5,2.9,0.849,2.3,3.8,6.1,1.4,1,0.3,1.8,2.1,
292,Jimmy Clark III,DUQ,37,31,15,5.2,12.6,0.415,1.8,5.5,0.332,2.8,3.9,0.713,0.6,2.7,3.3,3.8,2.4,0.3,2.8,2.4,
293,Tae Hardy,UTEP,34,32.9,15,5.2,12.6,0.414,2,5.4,0.374,2.6,3.6,0.71,0.6,2.3,2.9,2.5,1.7,0.2,1.9,2.5,
294,Dre Davis,SETON,37,33,15,5.6,11.4,0.492,0.9,2.7,0.35,2.8,3.4,0.84,1.8,4.2,5.9,1.6,0.9,1.3,1.5,2.3,
295,Al-Amir Dawes,SETON,37,35.1,15,5.1,12.1,0.419,2.5,6.3,0.389,2.4,2.5,0.935,0.3,2.5,2.8,2.3,1.2,0.1,1.9,1.5,
296,Khalil Brantley,LASAL,33,36,15,5.2,13.5,0.387,1.4,4.4,0.326,3.1,4.1,0.763,1.2,4.1,5.3,4.2,1.5,0.4,2.2,2.6,
297,Kevon Voyles,MARSH,33,29.2,15,5.8,13.8,0.419,1.8,5.5,0.337,1.5,2.1,0.729,1.1,2.5,3.6,2,1.8,0.1,1.7,2.4,
298,Daniss Jenkins,STJ,33,30.7,14.9,5.8,12.9,0.446,1.7,4.8,0.354,1.7,2,0.851,0.9,2.6,3.5,5.4,1.6,0.5,2.4,2.4,
299,"Melvin Council, Jr.",WAGNR,33,35.7,14.9,5.6,14.5,0.386,0.9,3.5,0.265,2.8,3.7,0.748,1.2,4.4,5.7,3.5,1.4,0.6,1.9,1.7,
300,Rasheed Bello,IPFW,36,32.4,14.9,5.5,12.1,0.455,1.4,3.9,0.348,2.6,3.3,0.773,0.5,2.4,2.9,4.3,1.9,0.3,2.6,1.9,
301,Tymu Chenery,BNGH,27,31.1,14.9,5.5,10.7,0.51,1.2,4,0.303,2.7,3.8,0.709,1.1,3.9,5,1.5,0.5,1.5,2.4,2.5,
302,Jevin Muniz,DESU,34,36.1,14.9,5.2,11.9,0.436,1.4,4.1,0.348,3,4,0.763,0.7,3,3.7,3,1.4,0.1,2,1.8,
303,Dejour Reaves,NOCOL,30,29.2,14.9,5.5,11.8,0.467,1.5,4,0.38,2.3,2.8,0.824,0.7,2.8,3.5,1.4,1.3,0.1,1.5,1.4,
304,Kimani Hamilton,HP,36,31.4,14.9,5,10.6,0.469,0.9,3.1,0.282,4.1,5.1,0.798,2.9,4.3,7.2,2.3,1.2,0.7,1.6,2.7,
